season,game_id,game_date,team,location,wins_entering_gm,losses_entering_gm,result,streak_win_before,streak_loss_before
2016-17,21600487,2016-12-29 00:00:00,MEM,H,20,14,t,0,2
2016-17,21600487,2016-12-29 00:00:00,OKC,A,20,12,f,4,0
2016-17,21600488,2016-12-29 00:00:00,CLE,H,23,7,t,0,1
2016-17,21600488,2016-12-29 00:00:00,BOS,A,19,13,f,2,0
2016-17,21600489,2016-12-29 00:00:00,UTA,H,19,13,t,1,0
2016-17,21600489,2016-12-29 00:00:00,PHI,A,7,23,f,0,3
2016-17,21600490,2016-12-29 00:00:00,PHX,H,9,23,t,0,2
2016-17,21600490,2016-12-29 00:00:00,TOR,A,22,9,f,0,1
2016-17,21600491,2016-12-29 00:00:00,LAL,H,12,23,f,0,1
2016-17,21600491,2016-12-29 00:00:00,DAL,A,9,23,t,0,2
2016-17,21600492,2016-12-30 00:00:00,IND,H,15,18,t,0,4
2016-17,21600492,2016-12-30 00:00:00,CHI,A,16,16,f,2,0
2016-17,21600493,2016-12-30 00:00:00,WAS,H,15,16,t,2,0
2016-17,21600493,2016-12-30 00:00:00,BKN,A,8,23,f,0,1
2016-17,21600494,2016-12-30 00:00:00,BOS,H,19,14,t,0,1
2016-17,21600494,2016-12-30 00:00:00,MIA,A,10,23,f,0,3
2016-17,21600495,2016-12-30 00:00:00,NOP,H,13,21,t,3,0
2016-17,21600495,2016-12-30 00:00:00,NYK,A,16,15,f,0,2
2016-17,21600496,2016-12-30 00:00:00,HOU,H,24,9,t,2,0
2016-17,21600496,2016-12-30 00:00:00,LAC,A,22,12,f,0,4
2016-17,21600497,2016-12-30 00:00:00,MIN,H,10,22,t,0,1
2016-17,21600497,2016-12-30 00:00:00,MIL,A,15,15,f,1,0
2016-17,21600498,2016-12-30 00:00:00,ATL,H,16,16,t,1,0
2016-17,21600498,2016-12-30 00:00:00,DET,A,15,19,f,0,1
2016-17,21600499,2016-12-30 00:00:00,SAS,H,26,6,t,3,0
2016-17,21600499,2016-12-30 00:00:00,POR,A,14,20,f,1,0
2016-17,21600500,2016-12-30 00:00:00,DEN,H,14,18,f,2,0
2016-17,21600500,2016-12-30 00:00:00,PHI,A,7,24,t,0,4
2016-17,21600501,2016-12-30 00:00:00,GSW,H,28,5,t,1,0
2016-17,21600501,2016-12-30 00:00:00,DAL,A,10,23,f,1,0
2016-17,21600502,2016-12-31 00:00:00,SAC,H,14,18,f,0,1
2016-17,21600502,2016-12-31 00:00:00,MEM,A,21,14,t,1,0
2016-17,21600503,2016-12-31 00:00:00,CHI,H,16,17,f,0,1
2016-17,21600503,2016-12-31 00:00:00,MIL,A,15,16,t,0,1
2016-17,21600504,2016-12-31 00:00:00,HOU,H,25,9,t,3,0
2016-17,21600504,2016-12-31 00:00:00,NYK,A,16,16,f,0,3
2016-17,21600505,2016-12-31 00:00:00,CHA,H,19,14,f,2,0
2016-17,21600505,2016-12-31 00:00:00,CLE,A,24,7,t,1,0
2016-17,21600506,2016-12-31 00:00:00,UTA,H,20,13,t,2,0
2016-17,21600506,2016-12-31 00:00:00,PHX,A,10,23,f,1,0
2016-17,21600507,2016-12-31 00:00:00,OKC,H,20,13,t,0,1
2016-17,21600507,2016-12-31 00:00:00,LAC,A,22,13,f,0,5
2016-17,21600508,2017-01-01 00:00:00,ATL,H,17,16,t,2,0
2016-17,21600508,2017-01-01 00:00:00,SAS,A,27,6,f,4,0
2016-17,21600509,2017-01-01 00:00:00,MIA,H,10,24,f,0,4
2016-17,21600509,2017-01-01 00:00:00,DET,A,15,20,t,0,2
2016-17,21600510,2017-01-01 00:00:00,IND,H,16,18,t,1,0
2016-17,21600510,2017-01-01 00:00:00,ORL,A,15,19,f,0,1
2016-17,21600511,2017-01-01 00:00:00,MIN,H,11,22,f,1,0
2016-17,21600511,2017-01-01 00:00:00,POR,A,14,21,t,0,1
2016-17,21600512,2017-01-01 00:00:00,LAL,H,12,24,f,0,2
2016-17,21600512,2017-01-01 00:00:00,TOR,A,22,10,t,0,2
2016-17,21600513,2017-01-02 00:00:00,MIL,H,16,16,t,1,0
2016-17,21600513,2017-01-02 00:00:00,OKC,A,21,13,f,1,0
2016-17,21600514,2017-01-02 00:00:00,CLE,H,25,7,t,2,0
2016-17,21600514,2017-01-02 00:00:00,NOP,A,14,21,f,4,0
2016-17,21600515,2017-01-02 00:00:00,BKN,H,8,24,f,0,2
2016-17,21600515,2017-01-02 00:00:00,UTA,A,21,13,t,3,0
2016-17,21600516,2017-01-02 00:00:00,NYK,H,16,17,f,0,4
2016-17,21600516,2017-01-02 00:00:00,ORL,A,15,20,t,0,2
2016-17,21600517,2017-01-02 00:00:00,CHI,H,16,18,t,0,2
2016-17,21600517,2017-01-02 00:00:00,CHA,A,19,15,f,0,1
2016-17,21600518,2017-01-02 00:00:00,HOU,H,26,9,t,4,0
2016-17,21600518,2017-01-02 00:00:00,WAS,A,16,16,f,3,0
2016-17,21600519,2017-01-02 00:00:00,LAC,H,22,14,t,0,6
2016-17,21600519,2017-01-02 00:00:00,PHX,A,10,24,f,0,1
2016-17,21600520,2017-01-02 00:00:00,GSW,H,29,5,t,2,0
2016-17,21600520,2017-01-02 00:00:00,DEN,A,14,19,f,0,1
2016-17,21600521,2017-01-03 00:00:00,PHI,H,8,24,t,1,0
2016-17,21600521,2017-01-03 00:00:00,MIN,A,11,23,f,0,1
2016-17,21600522,2017-01-03 00:00:00,BOS,H,20,14,t,1,0
2016-17,21600522,2017-01-03 00:00:00,UTA,A,22,13,f,4,0
2016-17,21600523,2017-01-03 00:00:00,DET,H,16,20,f,1,0
2016-17,21600523,2017-01-03 00:00:00,IND,A,17,18,t,2,0
2016-17,21600524,2017-01-03 00:00:00,DAL,H,10,24,t,0,1
2016-17,21600524,2017-01-03 00:00:00,WAS,A,16,17,f,0,1
2016-17,21600525,2017-01-03 00:00:00,SAS,H,27,7,t,0,1
2016-17,21600525,2017-01-03 00:00:00,TOR,A,23,10,f,1,0
2016-17,21600526,2017-01-03 00:00:00,DEN,H,14,20,f,0,2
2016-17,21600526,2017-01-03 00:00:00,SAC,A,14,19,t,0,2
2016-17,21600527,2017-01-03 00:00:00,PHX,H,10,25,t,0,2
2016-17,21600527,2017-01-03 00:00:00,MIA,A,10,25,f,0,5
2016-17,21600528,2017-01-03 00:00:00,LAL,H,12,25,t,0,3
2016-17,21600528,2017-01-03 00:00:00,MEM,A,22,14,f,2,0
2016-17,21600529,2017-01-04 00:00:00,CHA,H,19,16,t,0,2
2016-17,21600529,2017-01-04 00:00:00,OKC,A,21,14,f,0,1
2016-17,21600530,2017-01-04 00:00:00,ORL,H,16,20,f,1,0
2016-17,21600530,2017-01-04 00:00:00,ATL,A,18,16,t,3,0
2016-17,21600531,2017-01-04 00:00:00,NYK,H,16,18,f,0,5
2016-17,21600531,2017-01-04 00:00:00,MIL,A,17,16,t,2,0
2016-17,21600532,2017-01-04 00:00:00,CLE,H,26,7,f,3,0
2016-17,21600532,2017-01-04 00:00:00,CHI,A,17,18,t,1,0
2016-17,21600533,2017-01-04 00:00:00,LAC,H,23,14,t,1,0
2016-17,21600533,2017-01-04 00:00:00,MEM,A,22,15,f,0,1
2016-17,21600534,2017-01-04 00:00:00,GSW,H,30,5,t,3,0
2016-17,21600534,2017-01-04 00:00:00,POR,A,15,21,f,1,0
2016-17,21600535,2017-01-04 00:00:00,SAC,H,15,19,f,1,0
2016-17,21600535,2017-01-04 00:00:00,MIA,A,10,26,t,0,6
2016-17,21600536,2017-01-05 00:00:00,IND,H,18,18,t,3,0
2016-17,21600536,2017-01-05 00:00:00,BKN,A,8,25,f,0,3
2016-17,21600537,2017-01-05 00:00:00,TOR,H,23,11,t,0,1
2016-17,21600537,2017-01-05 00:00:00,UTA,A,22,14,f,0,1
2016-17,21600538,2017-01-05 00:00:00,DET,H,16,21,t,0,1
2016-17,21600538,2017-01-05 00:00:00,CHA,A,20,16,f,1,0
2016-17,21600539,2017-01-05 00:00:00,NOP,H,14,22,f,0,1
2016-17,21600539,2017-01-05 00:00:00,ATL,A,19,16,t,4,0
2016-17,21600540,2017-01-05 00:00:00,HOU,H,27,9,t,5,0
2016-17,21600540,2017-01-05 00:00:00,OKC,A,21,15,f,0,2
2016-17,21600541,2017-01-05 00:00:00,DAL,H,11,24,f,1,0
2016-17,21600541,2017-01-05 00:00:00,PHX,A,11,25,t,1,0
2016-17,21600542,2017-01-05 00:00:00,POR,H,15,22,t,0,1
2016-17,21600542,2017-01-05 00:00:00,LAL,A,13,25,f,1,0
2016-17,21600543,2017-01-05 00:00:00,DEN,H,14,21,f,0,3
2016-17,21600543,2017-01-05 00:00:00,SAS,A,28,7,t,1,0
2016-17,21600544,2017-01-06 00:00:00,WAS,H,16,18,t,0,2
2016-17,21600544,2017-01-06 00:00:00,MIN,A,11,24,f,0,2
2016-17,21600545,2017-01-06 00:00:00,ORL,H,16,21,f,0,1
2016-17,21600545,2017-01-06 00:00:00,HOU,A,28,9,t,6,0
2016-17,21600546,2017-01-06 00:00:00,BOS,H,21,14,t,2,0
2016-17,21600546,2017-01-06 00:00:00,PHI,A,9,24,f,2,0
2016-17,21600547,2017-01-06 00:00:00,BKN,H,8,26,f,0,4
2016-17,21600547,2017-01-06 00:00:00,CLE,A,26,8,t,0,1
2016-17,21600548,2017-01-06 00:00:00,MIL,H,18,16,f,3,0
2016-17,21600548,2017-01-06 00:00:00,NYK,A,16,19,t,0,6
2016-17,21600549,2017-01-06 00:00:00,LAL,H,13,26,t,0,1
2016-17,21600549,2017-01-06 00:00:00,MIA,A,11,26,f,1,0
2016-17,21600550,2017-01-06 00:00:00,GSW,H,31,5,f,4,0
2016-17,21600550,2017-01-06 00:00:00,MEM,A,22,16,t,0,2
2016-17,21600551,2017-01-06 00:00:00,SAC,H,15,20,f,0,1
2016-17,21600551,2017-01-06 00:00:00,LAC,A,24,14,t,2,0
2016-17,21600552,2017-01-07 00:00:00,IND,H,19,18,t,4,0
2016-17,21600552,2017-01-07 00:00:00,NYK,A,17,19,f,1,0
2016-17,21600553,2017-01-07 00:00:00,BOS,H,22,14,t,3,0
2016-17,21600553,2017-01-07 00:00:00,NOP,A,14,23,f,0,2
2016-17,21600554,2017-01-07 00:00:00,CHI,H,18,18,t,2,0
2016-17,21600554,2017-01-07 00:00:00,TOR,A,24,11,f,1,0
2016-17,21600555,2017-01-07 00:00:00,OKC,H,21,16,t,0,3
2016-17,21600555,2017-01-07 00:00:00,DEN,A,14,22,f,0,4
2016-17,21600556,2017-01-07 00:00:00,MIN,H,11,25,f,0,3
2016-17,21600556,2017-01-07 00:00:00,UTA,A,22,15,t,0,2
2016-17,21600557,2017-01-07 00:00:00,DAL,H,11,25,f,0,1
2016-17,21600557,2017-01-07 00:00:00,ATL,A,20,16,t,5,0
2016-17,21600558,2017-01-07 00:00:00,SAS,H,29,7,t,2,0
2016-17,21600558,2017-01-07 00:00:00,CHA,A,20,17,f,0,1
2016-17,21600559,2017-01-08 00:00:00,POR,H,16,22,f,1,0
2016-17,21600559,2017-01-08 00:00:00,DET,A,17,21,t,1,0
2016-17,21600560,2017-01-08 00:00:00,BKN,H,8,27,f,0,5
2016-17,21600560,2017-01-08 00:00:00,PHI,A,9,25,t,0,1
2016-17,21600561,2017-01-08 00:00:00,LAC,H,25,14,t,3,0
2016-17,21600561,2017-01-08 00:00:00,MIA,A,11,27,f,0,1
2016-17,21600562,2017-01-08 00:00:00,MIL,H,18,17,f,0,1
2016-17,21600562,2017-01-08 00:00:00,WAS,A,17,18,t,1,0
2016-17,21600563,2017-01-08 00:00:00,TOR,H,24,12,f,0,1
2016-17,21600563,2017-01-08 00:00:00,HOU,A,29,9,t,7,0
2016-17,21600564,2017-01-08 00:00:00,MEM,H,23,16,t,1,0
2016-17,21600564,2017-01-08 00:00:00,UTA,A,23,15,f,1,0
2016-17,21600565,2017-01-08 00:00:00,PHX,H,12,25,f,2,0
2016-17,21600565,2017-01-08 00:00:00,CLE,A,27,8,t,1,0
2016-17,21600566,2017-01-08 00:00:00,SAC,H,15,21,f,0,2
2016-17,21600566,2017-01-08 00:00:00,GSW,A,31,6,t,0,1
2016-17,21600567,2017-01-08 00:00:00,LAL,H,14,26,t,1,0
2016-17,21600567,2017-01-08 00:00:00,ORL,A,16,22,f,0,2
2016-17,21600568,2017-01-09 00:00:00,NYK,H,17,20,f,0,1
2016-17,21600568,2017-01-09 00:00:00,NOP,A,14,24,t,0,3
2016-17,21600569,2017-01-09 00:00:00,CHI,H,19,18,f,3,0
2016-17,21600569,2017-01-09 00:00:00,OKC,A,22,16,t,1,0
2016-17,21600570,2017-01-09 00:00:00,MIN,H,11,26,t,0,4
2016-17,21600570,2017-01-09 00:00:00,DAL,A,11,26,f,0,2
2016-17,21600571,2017-01-10 00:00:00,WAS,H,18,18,t,2,0
2016-17,21600571,2017-01-10 00:00:00,CHI,A,19,19,f,0,1
2016-17,21600572,2017-01-10 00:00:00,TOR,H,24,13,t,0,2
2016-17,21600572,2017-01-10 00:00:00,BOS,A,23,14,f,4,0
2016-17,21600573,2017-01-10 00:00:00,BKN,H,8,28,f,0,6
2016-17,21600573,2017-01-10 00:00:00,ATL,A,21,16,t,6,0
2016-17,21600574,2017-01-10 00:00:00,HOU,H,30,9,t,8,0
2016-17,21600574,2017-01-10 00:00:00,CHA,A,20,18,f,0,2
2016-17,21600575,2017-01-10 00:00:00,SAS,H,30,7,f,3,0
2016-17,21600575,2017-01-10 00:00:00,MIL,A,18,18,t,0,2
2016-17,21600576,2017-01-10 00:00:00,UTA,H,23,16,t,0,1
2016-17,21600576,2017-01-10 00:00:00,CLE,A,28,8,f,2,0
2016-17,21600577,2017-01-10 00:00:00,LAL,H,15,26,f,2,0
2016-17,21600577,2017-01-10 00:00:00,POR,A,16,23,t,0,1
2016-17,21600578,2017-01-10 00:00:00,GSW,H,32,6,t,1,0
2016-17,21600578,2017-01-10 00:00:00,MIA,A,11,28,f,0,2
2016-17,21600579,2017-01-10 00:00:00,SAC,H,15,22,t,0,3
2016-17,21600579,2017-01-10 00:00:00,DET,A,18,21,f,2,0
2016-17,21600580,2017-01-11 00:00:00,PHI,H,10,25,t,1,0
2016-17,21600580,2017-01-11 00:00:00,NYK,A,17,21,f,0,2
2016-17,21600581,2017-01-11 00:00:00,OKC,H,23,16,t,2,0
2016-17,21600581,2017-01-11 00:00:00,MEM,A,24,16,f,2,0
2016-17,21600582,2017-01-11 00:00:00,MIN,H,12,26,t,1,0
2016-17,21600582,2017-01-11 00:00:00,HOU,A,31,9,f,9,0
2016-17,21600583,2017-01-11 00:00:00,BOS,H,23,15,t,0,1
2016-17,21600583,2017-01-11 00:00:00,WAS,A,19,18,f,3,0
2016-17,21600584,2017-01-11 00:00:00,LAC,H,26,14,t,4,0
2016-17,21600584,2017-01-11 00:00:00,ORL,A,16,23,f,0,3
2016-17,21600585,2017-01-11 00:00:00,POR,H,17,23,t,1,0
2016-17,21600585,2017-01-11 00:00:00,CLE,A,28,9,f,0,1
2016-17,21600586,2017-01-12 00:00:00,BKN,H,8,29,f,0,7
2016-17,21600586,2017-01-12 00:00:00,NOP,A,15,24,t,1,0
2016-17,21600587,2017-01-12 00:00:00,NYK,H,17,22,t,0,3
2016-17,21600587,2017-01-12 00:00:00,CHI,A,19,20,f,0,2
2016-17,21600588,2017-01-12 00:00:00,SAS,H,30,8,t,0,1
2016-17,21600588,2017-01-12 00:00:00,LAL,A,15,27,f,0,1
2016-17,21600589,2017-01-12 00:00:00,DEN,H,14,23,t,0,5
2016-17,21600589,2017-01-12 00:00:00,IND,A,20,18,f,5,0
2016-17,21600590,2017-01-12 00:00:00,GSW,H,33,6,t,2,0
2016-17,21600590,2017-01-12 00:00:00,DET,A,18,22,f,0,1
2016-17,21600591,2017-01-12 00:00:00,PHX,H,12,26,f,0,1
2016-17,21600591,2017-01-12 00:00:00,DAL,A,11,27,t,0,3
2016-17,21600592,2017-01-13 00:00:00,TOR,H,25,13,t,1,0
2016-17,21600592,2017-01-13 00:00:00,BKN,A,8,30,f,0,8
2016-17,21600593,2017-01-13 00:00:00,PHI,H,11,25,t,2,0
2016-17,21600593,2017-01-13 00:00:00,CHA,A,20,19,f,0,3
2016-17,21600594,2017-01-13 00:00:00,MIL,H,19,18,t,1,0
2016-17,21600594,2017-01-13 00:00:00,MIA,A,11,29,f,0,3
2016-17,21600595,2017-01-13 00:00:00,HOU,H,31,10,f,0,1
2016-17,21600595,2017-01-13 00:00:00,MEM,A,24,17,t,0,1
2016-17,21600596,2017-01-13 00:00:00,MIN,H,13,26,t,2,0
2016-17,21600596,2017-01-13 00:00:00,OKC,A,24,16,f,3,0
2016-17,21600597,2017-01-13 00:00:00,ATL,H,22,16,f,7,0
2016-17,21600597,2017-01-13 00:00:00,BOS,A,24,15,t,1,0
2016-17,21600598,2017-01-13 00:00:00,POR,H,18,23,f,2,0
2016-17,21600598,2017-01-13 00:00:00,ORL,A,16,24,t,0,4
2016-17,21600599,2017-01-13 00:00:00,SAC,H,16,22,f,1,0
2016-17,21600599,2017-01-13 00:00:00,CLE,A,28,10,t,0,2
2016-17,21600600,2017-01-13 00:00:00,UTA,H,24,16,t,1,0
2016-17,21600600,2017-01-13 00:00:00,DET,A,18,23,f,0,2
2016-17,21600601,2017-01-14 00:00:00,LAC,H,27,14,t,5,0
2016-17,21600601,2017-01-14 00:00:00,LAL,A,15,28,f,0,2
2016-17,21600602,2017-01-14 00:00:00,CHI,H,19,21,t,0,3
2016-17,21600602,2017-01-14 00:00:00,NOP,A,16,24,f,2,0
2016-17,21600603,2017-01-14 00:00:00,WAS,H,19,19,t,0,1
2016-17,21600603,2017-01-14 00:00:00,PHI,A,12,25,f,3,0
2016-17,21600604,2017-01-14 00:00:00,UTA,H,25,16,t,2,0
2016-17,21600604,2017-01-14 00:00:00,ORL,A,17,24,f,1,0
2016-17,21600605,2017-01-14 00:00:00,PHX,H,12,27,t,0,2
2016-17,21600605,2017-01-14 00:00:00,SAS,A,31,8,f,1,0
2016-17,21600606,2017-01-15 00:00:00,TOR,H,26,13,t,2,0
2016-17,21600606,2017-01-15 00:00:00,NYK,A,18,22,f,1,0
2016-17,21600607,2017-01-15 00:00:00,ATL,H,22,17,t,0,1
2016-17,21600607,2017-01-15 00:00:00,MIL,A,20,18,f,2,0
2016-17,21600608,2017-01-15 00:00:00,DAL,H,12,27,t,1,0
2016-17,21600608,2017-01-15 00:00:00,MIN,A,14,26,f,3,0
2016-17,21600609,2017-01-15 00:00:00,BKN,H,8,31,f,0,9
2016-17,21600609,2017-01-15 00:00:00,HOU,A,31,11,t,0,2
2016-17,21600610,2017-01-15 00:00:00,SAC,H,16,23,f,0,1
2016-17,21600610,2017-01-15 00:00:00,OKC,A,24,17,t,0,1
2016-17,21600611,2017-01-15 00:00:00,MEM,H,25,17,f,1,0
2016-17,21600611,2017-01-15 00:00:00,CHI,A,20,21,t,1,0
2016-17,21600612,2017-01-15 00:00:00,LAL,H,15,29,f,0,3
2016-17,21600612,2017-01-15 00:00:00,DET,A,18,24,t,0,3
2016-17,21600613,2017-01-16 00:00:00,NYK,H,18,23,f,0,1
2016-17,21600613,2017-01-16 00:00:00,ATL,A,23,17,t,1,0
2016-17,21600614,2017-01-16 00:00:00,WAS,H,20,19,t,1,0
2016-17,21600614,2017-01-16 00:00:00,POR,A,18,24,f,0,1
2016-17,21600615,2017-01-16 00:00:00,MIL,H,20,19,f,0,1
2016-17,21600615,2017-01-16 00:00:00,PHI,A,12,26,t,0,1
2016-17,21600616,2017-01-16 00:00:00,IND,H,20,19,t,0,1
2016-17,21600616,2017-01-16 00:00:00,NOP,A,16,25,f,0,1
2016-17,21600617,2017-01-16 00:00:00,DEN,H,15,23,t,1,0
2016-17,21600617,2017-01-16 00:00:00,ORL,A,17,25,f,0,1
2016-17,21600618,2017-01-16 00:00:00,BOS,H,25,15,t,2,0
2016-17,21600618,2017-01-16 00:00:00,CHA,A,20,20,f,0,4
2016-17,21600619,2017-01-16 00:00:00,GSW,H,34,6,t,3,0
2016-17,21600619,2017-01-16 00:00:00,CLE,A,29,10,f,1,0
2016-17,21600620,2017-01-16 00:00:00,PHX,H,13,27,f,1,0
2016-17,21600620,2017-01-16 00:00:00,UTA,A,26,16,t,3,0
2016-17,21600621,2017-01-16 00:00:00,LAC,H,28,14,t,6,0
2016-17,21600621,2017-01-16 00:00:00,OKC,A,25,17,f,1,0
2016-17,21600622,2017-01-17 00:00:00,BKN,H,8,32,f,0,10
2016-17,21600622,2017-01-17 00:00:00,TOR,A,27,13,t,3,0
2016-17,21600623,2017-01-17 00:00:00,MIA,H,11,30,t,0,4
2016-17,21600623,2017-01-17 00:00:00,HOU,A,32,11,f,1,0
2016-17,21600624,2017-01-17 00:00:00,CHI,H,21,21,f,2,0
2016-17,21600624,2017-01-17 00:00:00,DAL,A,13,27,t,2,0
2016-17,21600625,2017-01-17 00:00:00,SAS,H,31,9,t,0,1
2016-17,21600625,2017-01-17 00:00:00,MIN,A,14,27,f,0,1
2016-17,21600626,2017-01-17 00:00:00,LAL,H,15,30,f,0,4
2016-17,21600626,2017-01-17 00:00:00,DEN,A,16,23,t,2,0
2016-17,21600627,2017-01-18 00:00:00,PHI,H,13,26,t,1,0
2016-17,21600627,2017-01-18 00:00:00,TOR,A,28,13,f,4,0
2016-17,21600628,2017-01-18 00:00:00,WAS,H,21,19,t,2,0
2016-17,21600628,2017-01-18 00:00:00,MEM,A,25,18,f,0,1
2016-17,21600629,2017-01-18 00:00:00,CHA,H,20,21,t,0,5
2016-17,21600629,2017-01-18 00:00:00,POR,A,18,25,f,0,2
2016-17,21600630,2017-01-18 00:00:00,BOS,H,26,15,f,3,0
2016-17,21600630,2017-01-18 00:00:00,NYK,A,18,24,t,0,2
2016-17,21600631,2017-01-18 00:00:00,NOP,H,16,26,t,0,2
2016-17,21600631,2017-01-18 00:00:00,ORL,A,17,26,f,0,2
2016-17,21600632,2017-01-18 00:00:00,HOU,H,32,12,t,0,1
2016-17,21600632,2017-01-18 00:00:00,MIL,A,20,20,f,0,2
2016-17,21600633,2017-01-18 00:00:00,DET,H,19,24,t,1,0
2016-17,21600633,2017-01-18 00:00:00,ATL,A,24,17,f,2,0
2016-17,21600634,2017-01-18 00:00:00,GSW,H,35,6,t,4,0
2016-17,21600634,2017-01-18 00:00:00,OKC,A,25,18,f,0,1
2016-17,21600635,2017-01-18 00:00:00,SAC,H,16,24,f,0,2
2016-17,21600635,2017-01-18 00:00:00,IND,A,21,19,t,1,0
2016-17,21600636,2017-01-19 00:00:00,CLE,H,29,11,t,0,1
2016-17,21600636,2017-01-19 00:00:00,PHX,A,13,28,f,0,1
2016-17,21600637,2017-01-19 00:00:00,MIA,H,12,30,t,1,0
2016-17,21600637,2017-01-19 00:00:00,DAL,A,14,27,f,3,0
2016-17,21600638,2017-01-19 00:00:00,NYK,H,19,24,f,1,0
2016-17,21600638,2017-01-19 00:00:00,WAS,A,22,19,t,3,0
2016-17,21600639,2017-01-19 00:00:00,SAS,H,32,9,t,1,0
2016-17,21600639,2017-01-19 00:00:00,DEN,A,17,23,f,3,0
2016-17,21600640,2017-01-19 00:00:00,LAC,H,29,14,f,7,0
2016-17,21600640,2017-01-19 00:00:00,MIN,A,14,28,t,0,2
2016-17,21600641,2017-01-20 00:00:00,PHI,H,14,26,t,2,0
2016-17,21600641,2017-01-20 00:00:00,POR,A,18,26,f,0,3
2016-17,21600642,2017-01-20 00:00:00,CHA,H,21,21,t,1,0
2016-17,21600642,2017-01-20 00:00:00,TOR,A,28,14,f,0,1
2016-17,21600643,2017-01-20 00:00:00,ORL,H,17,27,t,0,3
2016-17,21600643,2017-01-20 00:00:00,MIL,A,20,21,f,0,3
2016-17,21600644,2017-01-20 00:00:00,MEM,H,25,19,t,0,2
2016-17,21600644,2017-01-20 00:00:00,SAC,A,16,25,f,0,3
2016-17,21600645,2017-01-20 00:00:00,NOP,H,17,26,f,1,0
2016-17,21600645,2017-01-20 00:00:00,BKN,A,8,33,t,0,11
2016-17,21600646,2017-01-20 00:00:00,HOU,H,33,12,f,1,0
2016-17,21600646,2017-01-20 00:00:00,GSW,A,36,6,t,5,0
2016-17,21600647,2017-01-20 00:00:00,ATL,H,24,18,t,0,1
2016-17,21600647,2017-01-20 00:00:00,CHI,A,21,22,f,0,1
2016-17,21600648,2017-01-20 00:00:00,DAL,H,14,28,f,0,1
2016-17,21600648,2017-01-20 00:00:00,UTA,A,27,16,t,4,0
2016-17,21600649,2017-01-20 00:00:00,LAL,H,15,31,t,0,5
2016-17,21600649,2017-01-20 00:00:00,IND,A,22,19,f,2,0
2016-17,21600650,2017-01-21 00:00:00,BOS,H,26,16,f,0,1
2016-17,21600650,2017-01-21 00:00:00,POR,A,18,27,t,0,4
2016-17,21600651,2017-01-21 00:00:00,DET,H,20,24,t,2,0
2016-17,21600651,2017-01-21 00:00:00,WAS,A,23,19,f,4,0
2016-17,21600652,2017-01-21 00:00:00,CHA,H,22,21,t,2,0
2016-17,21600652,2017-01-21 00:00:00,BKN,A,9,33,f,1,0
2016-17,21600653,2017-01-21 00:00:00,ATL,H,25,18,t,1,0
2016-17,21600653,2017-01-21 00:00:00,PHI,A,15,26,f,3,0
2016-17,21600654,2017-01-21 00:00:00,NYK,H,19,25,f,0,1
2016-17,21600654,2017-01-21 00:00:00,PHX,A,13,29,t,0,2
2016-17,21600655,2017-01-21 00:00:00,MIA,H,13,30,t,2,0
2016-17,21600655,2017-01-21 00:00:00,MIL,A,20,22,f,0,4
2016-17,21600656,2017-01-21 00:00:00,MEM,H,26,19,f,1,0
2016-17,21600656,2017-01-21 00:00:00,HOU,A,33,13,t,0,1
2016-17,21600657,2017-01-21 00:00:00,CLE,H,30,11,f,1,0
2016-17,21600657,2017-01-21 00:00:00,SAS,A,33,9,t,2,0
2016-17,21600658,2017-01-21 00:00:00,DEN,H,17,24,t,0,1
2016-17,21600658,2017-01-21 00:00:00,LAC,A,29,15,f,0,1
2016-17,21600659,2017-01-21 00:00:00,UTA,H,28,16,t,5,0
2016-17,21600659,2017-01-21 00:00:00,IND,A,22,20,f,0,1
2016-17,21600660,2017-01-21 00:00:00,CHI,H,21,23,t,0,2
2016-17,21600660,2017-01-21 00:00:00,SAC,A,16,26,f,0,4
2016-17,21600661,2017-01-22 00:00:00,ORL,H,18,27,f,1,0
2016-17,21600661,2017-01-22 00:00:00,GSW,A,37,6,t,6,0
2016-17,21600662,2017-01-22 00:00:00,DAL,H,14,29,t,0,2
2016-17,21600662,2017-01-22 00:00:00,LAL,A,16,31,f,1,0
2016-17,21600663,2017-01-22 00:00:00,TOR,H,28,15,f,0,2
2016-17,21600663,2017-01-22 00:00:00,PHX,A,14,29,t,1,0
2016-17,21600664,2017-01-22 00:00:00,MIN,H,15,28,t,1,0
2016-17,21600664,2017-01-22 00:00:00,DEN,A,18,24,f,1,0
2016-17,21600665,2017-01-23 00:00:00,CHA,H,23,21,f,3,0
2016-17,21600665,2017-01-23 00:00:00,WAS,A,23,20,t,0,1
2016-17,21600666,2017-01-23 00:00:00,BKN,H,9,34,f,0,1
2016-17,21600666,2017-01-23 00:00:00,SAS,A,34,9,t,3,0
2016-17,21600667,2017-01-23 00:00:00,ATL,H,26,18,f,2,0
2016-17,21600667,2017-01-23 00:00:00,LAC,A,29,16,t,0,2
2016-17,21600668,2017-01-23 00:00:00,MIA,H,14,30,t,3,0
2016-17,21600668,2017-01-23 00:00:00,GSW,A,38,6,f,7,0
2016-17,21600669,2017-01-23 00:00:00,DET,H,21,24,f,3,0
2016-17,21600669,2017-01-23 00:00:00,SAC,A,16,27,t,0,5
2016-17,21600670,2017-01-23 00:00:00,MIL,H,20,23,t,0,5
2016-17,21600670,2017-01-23 00:00:00,HOU,A,34,13,f,1,0
