Game_ID,C1,C10,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C11,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C12,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C13,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C14,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C15,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C16,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C17,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C18,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C19,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C2,C20,C200,C201,C202,C203,C204,C205,C206,C207,C208,C209,C21,C210,C211,C212,C213,C214,C215,C216,C217,C218,C219,C22,C220,C221,C222,C223,C224,C225,C226,C227,C228,C23,C24,C25,C26,C27,C28,C29,C3,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C4,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C5,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C6,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C7,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C8,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C9,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
21700238,,85.0,3.0,20.0,2.0,59.0,1.0,13.0,114.0,3.0,4.0,1.0,,2.0,,,2.0,579.0,,139.0,116.0,1.0,4.0,129.0,1.0,,201.0,490.0,60.0,1.0,1.0,,1.0,,6.0,55.0,59.0,,14.0,162.0,22.0,1.0,1.0,,3.0,12.0,1.0,14.0,,566.0,6.0,,8.0,,,2.0,,342.0,,12.0,34.0,263.0,818.0,9.0,,7.0,1.0,,,,11.0,2.0,,11.0,3.0,,24.0,2040.0,2.0,,1.0,,,6.0,,5700.0,4.0,1.0,1.0,3.0,,1250.0,78.0,951.0,,544.0,1.0,,,1.0,,57.0,456.0,,1.0,,1.0,,,,78.0,24.0,2.0,,2.0,125.0,5.0,,,,52.0,179.0,6.0,21.0,5.0,281.0,19.0,22.0,1.0,121.0,,1.0,15.0,1.0,1.0,,,3.0,2.0,20.0,68.0,,,,15.0,,,10.0,6.0,,2.0,1.0,,26.0,9.0,146.0,2.0,12.0,,,17.0,,,9.0,109.0,1.0,,1.0,,,728.0,,730.0,1.0,47.0,2.0,,9.0,1.0,,38.0,,,7.0,1.0,,1.0,2.0,,,50.0,6.0,1.0,4.0,209.0,6.0,,19.0,111.0,,,614.0,5.0,30.0,449.0,48.0,33.0,65.0,,,39.0,,12.0,92.0,,,,443.0,,22.0,,,12.0,6.0,,51.0,4.0,2.0
21700239,,41.0,,8.0,1.0,32.0,1.0,7.0,77.0,2.0,2.0,,,2.0,,,1.0,239.0,,76.0,49.0,,,62.0,,,58.0,221.0,23.0,1.0,1.0,,,,1.0,21.0,21.0,,7.0,72.0,9.0,,1.0,,3.0,3.0,,3.0,,249.0,3.0,,4.0,,,2.0,,154.0,,6.0,8.0,96.0,404.0,3.0,,3.0,,,,,5.0,4.0,,4.0,2.0,,16.0,192.0,2.0,,,,,3.0,,3400.0,3.0,,1.0,1.0,,659.0,35.0,473.0,,208.0,1.0,,,,2.0,36.0,320.0,,,,,,,,29.0,8.0,,,3.0,65.0,1.0,,,,33.0,124.0,4.0,12.0,2.0,181.0,8.0,11.0,,48.0,,1.0,9.0,2.0,,,,1.0,,9.0,35.0,,,,6.0,,,5.0,3.0,,1.0,1.0,2.0,13.0,3.0,56.0,2.0,5.0,1.0,,6.0,,,4.0,59.0,1.0,,,,,430.0,,411.0,,27.0,1.0,,5.0,,,14.0,,,4.0,2.0,,,,,,328.0,2.0,,1.0,130.0,2.0,1.0,8.0,44.0,,,301.0,,15.0,147.0,28.0,11.0,34.0,,,12.0,,7.0,50.0,,,,223.0,,6.0,,,8.0,3.0,,26.0,1.0,
21700240,,46.0,1.0,18.0,2.0,43.0,5.0,23.0,223.0,2.0,4.0,,,4.0,,,,436.0,,154.0,84.0,,1.0,86.0,4.0,,169.0,370.0,42.0,1.0,,,,,9.0,28.0,70.0,2.0,13.0,302.0,11.0,1.0,1.0,,7.0,8.0,,11.0,,684.0,7.0,1.0,10.0,1.0,,3.0,,416.0,,12.0,34.0,145.0,1150.0,13.0,2.0,26.0,1.0,,,,26.0,5.0,,3.0,3.0,,40.0,421.0,2.0,,2.0,,,2.0,,6400.0,7.0,1.0,3.0,10.0,,1270.0,69.0,761.0,,285.0,2.0,,,3.0,1.0,103.0,858.0,,2.0,1.0,,,,,59.0,17.0,,,7.0,121.0,2.0,,,1.0,80.0,263.0,4.0,30.0,3.0,406.0,19.0,23.0,,88.0,,1.0,18.0,1.0,2.0,,,3.0,3.0,37.0,90.0,,,,7.0,,,5.0,4.0,,2.0,4.0,7.0,27.0,9.0,113.0,1.0,11.0,1.0,,15.0,,2.0,11.0,141.0,3.0,,,1.0,,1200.0,,1080.0,1.0,32.0,10.0,,3.0,1.0,,25.0,2.0,,9.0,,,2.0,2.0,,,69.0,15.0,2.0,5.0,248.0,7.0,12.0,18.0,74.0,,,498.0,3.0,62.0,269.0,116.0,31.0,95.0,,,49.0,,6.0,100.0,1.0,,,636.0,,13.0,1.0,,22.0,5.0,,79.0,5.0,3.0
21700241,,64.0,,12.0,,35.0,,10.0,87.0,1.0,1.0,,,1.0,,,,460.0,,90.0,146.0,,,113.0,,,129.0,469.0,71.0,2.0,1.0,,1.0,,2.0,35.0,63.0,3.0,5.0,103.0,8.0,,1.0,,2.0,6.0,,8.0,,424.0,1.0,,4.0,,,,,196.0,,7.0,13.0,223.0,517.0,3.0,1.0,7.0,1.0,,,1.0,7.0,3.0,,13.0,1.0,,10.0,1280.0,,,1.0,,,8.0,,2900.0,2.0,,1.0,3.0,,706.0,83.0,488.0,,442.0,1.0,,,1.0,2.0,21.0,347.0,,1.0,,,,,,100.0,13.0,2.0,,2.0,66.0,3.0,,,,71.0,139.0,5.0,9.0,1.0,147.0,10.0,23.0,,102.0,,1.0,26.0,1.0,2.0,,,5.0,1.0,4.0,74.0,,,,13.0,,1.0,7.0,3.0,,1.0,1.0,,10.0,6.0,127.0,,6.0,1.0,,5.0,,,1.0,100.0,1.0,,,,,397.0,,416.0,,29.0,,,1.0,,,35.0,,,5.0,5.0,,,5.0,,1.0,75.0,4.0,,6.0,117.0,3.0,2.0,19.0,97.0,,,331.0,,14.0,489.0,17.0,27.0,39.0,,,33.0,,6.0,108.0,,,,243.0,,15.0,,,6.0,6.0,,35.0,1.0,1.0
21700242,,108.0,5.0,29.0,2.0,60.0,1.0,23.0,128.0,5.0,6.0,,,5.0,,,3.0,1060.0,1.0,248.0,159.0,,8.0,193.0,,,371.0,659.0,85.0,5.0,,,4.0,,8.0,98.0,46.0,6.0,11.0,308.0,21.0,5.0,1.0,,5.0,9.0,,20.0,,692.0,11.0,1.0,12.0,,,2.0,,378.0,,25.0,59.0,411.0,794.0,12.0,3.0,14.0,1.0,,,2.0,33.0,7.0,,14.0,2.0,,37.0,2470.0,,,1.0,,,8.0,,5400.0,12.0,6.0,3.0,15.0,1.0,2500.0,142.0,2180.0,1.0,724.0,1.0,,,1.0,,99.0,867.0,,2.0,2.0,,,,,132.0,46.0,5.0,,5.0,112.0,13.0,,,,136.0,318.0,9.0,23.0,8.0,350.0,37.0,19.0,,191.0,,2.0,25.0,4.0,,,,8.0,1.0,36.0,88.0,,,,21.0,,,17.0,12.0,,2.0,3.0,6.0,39.0,15.0,184.0,1.0,15.0,,,25.0,,1.0,5.0,175.0,2.0,,,1.0,,1110.0,,897.0,,48.0,6.0,,5.0,3.0,,39.0,4.0,,8.0,5.0,,,3.0,,2.0,78.0,13.0,1.0,5.0,202.0,3.0,12.0,19.0,196.0,1.0,,490.0,7.0,53.0,738.0,68.0,57.0,104.0,,,69.0,,8.0,175.0,,,,560.0,,22.0,,,19.0,4.0,,78.0,2.0,
21700243,,32.0,,4.0,,14.0,1.0,4.0,56.0,,1.0,,,1.0,,,1.0,221.0,,44.0,44.0,,1.0,70.0,1.0,,35.0,165.0,19.0,1.0,,,,,1.0,20.0,19.0,1.0,2.0,48.0,3.0,,1.0,,1.0,4.0,,3.0,,148.0,1.0,,3.0,,,1.0,,77.0,,5.0,8.0,112.0,208.0,2.0,,2.0,,,,,3.0,1.0,,3.0,1.0,,8.0,626.0,,,,,,2.0,,1650.0,3.0,,2.0,,,435.0,26.0,278.0,,205.0,2.0,,,,1.0,16.0,154.0,,,,,,,,30.0,6.0,,,,44.0,2.0,,,,33.0,106.0,2.0,5.0,,89.0,5.0,3.0,,29.0,,,9.0,,,,,,,6.0,22.0,,,,33.0,,,5.0,2.0,,,,,7.0,4.0,44.0,,6.0,,,5.0,,,3.0,53.0,1.0,,,,,255.0,,219.0,,42.0,,,3.0,1.0,,14.0,,,2.0,3.0,,,,,,17.0,3.0,,1.0,49.0,2.0,2.0,7.0,37.0,1.0,,205.0,,5.0,218.0,7.0,7.0,18.0,,,14.0,,5.0,39.0,,,,124.0,,8.0,,,2.0,1.0,,16.0,,1.0
21700244,,63.0,1.0,10.0,1.0,38.0,2.0,12.0,116.0,1.0,1.0,,,4.0,,,1.0,512.0,,103.0,80.0,,2.0,112.0,2.0,,71.0,372.0,36.0,3.0,1.0,,1.0,,2.0,32.0,34.0,2.0,6.0,140.0,6.0,1.0,,,3.0,5.0,,10.0,,364.0,7.0,,5.0,,,2.0,,185.0,,7.0,15.0,245.0,635.0,2.0,2.0,5.0,,,,1.0,13.0,4.0,,12.0,4.0,,14.0,1230.0,,,,,,9.0,,6600.0,3.0,2.0,,8.0,,886.0,67.0,577.0,,561.0,2.0,,,,2.0,31.0,290.0,,1.0,,,,,1.0,51.0,11.0,1.0,,3.0,75.0,4.0,,,,73.0,172.0,3.0,8.0,2.0,177.0,18.0,12.0,,76.0,,1.0,10.0,2.0,,,,1.0,,15.0,32.0,,,,8.0,,,13.0,4.0,,,,2.0,8.0,4.0,99.0,1.0,6.0,,,13.0,,,3.0,77.0,,,,1.0,,454.0,,492.0,,64.0,1.0,,3.0,,,21.0,,,4.0,4.0,,1.0,,,,37.0,6.0,,1.0,122.0,4.0,3.0,8.0,69.0,,,360.0,3.0,11.0,415.0,23.0,20.0,48.0,,,32.0,,11.0,83.0,,,,274.0,,10.0,,,7.0,1.0,1.0,32.0,,5.0
21700245,,49.0,2.0,19.0,1.0,28.0,2.0,13.0,126.0,,2.0,,,3.0,,,2.0,524.0,,140.0,85.0,,1.0,83.0,,,74.0,428.0,46.0,2.0,1.0,,3.0,,5.0,54.0,40.0,2.0,5.0,118.0,14.0,2.0,,,3.0,3.0,,14.0,,316.0,2.0,,4.0,,,2.0,,169.0,,10.0,21.0,208.0,468.0,2.0,,1.0,,,,1.0,10.0,2.0,,9.0,1.0,,14.0,1320.0,1.0,,,,,11.0,,3300.0,6.0,1.0,5.0,5.0,,868.0,81.0,601.0,,391.0,1.0,,,,,54.0,418.0,,1.0,1.0,1.0,,1.0,,79.0,15.0,1.0,1.0,4.0,87.0,3.0,,,,69.0,229.0,5.0,11.0,2.0,189.0,15.0,21.0,1.0,94.0,,2.0,277.0,1.0,1.0,,,3.0,,10.0,57.0,,,,11.0,,1.0,10.0,4.0,,1.0,4.0,3.0,26.0,9.0,105.0,1.0,8.0,,,12.0,,,8.0,113.0,1.0,,2.0,1.0,,476.0,,325.0,,29.0,2.0,,2.0,,,26.0,,,5.0,1.0,,,3.0,,1.0,56.0,5.0,,5.0,126.0,4.0,1.0,13.0,84.0,,,331.0,,15.0,545.0,36.0,17.0,37.0,,,36.0,,9.0,102.0,,,,283.0,,13.0,,,12.0,2.0,1.0,35.0,3.0,2.0
21700246,,19.0,,4.0,,14.0,1.0,6.0,71.0,3.0,1.0,,,1.0,,,,160.0,,31.0,44.0,,,46.0,,,26.0,127.0,10.0,1.0,,,1.0,,,15.0,18.0,2.0,1.0,39.0,1.0,,,,,9.0,,2.0,,169.0,,,1.0,,1.0,2.0,,65.0,,5.0,7.0,61.0,211.0,1.0,1.0,2.0,,,,,5.0,,,2.0,,,4.0,768.0,,,,,,3.0,,1320.0,2.0,1.0,,2.0,,261.0,16.0,155.0,,195.0,1.0,,,,1.0,13.0,163.0,,,,,,,,11.0,1.0,,,2.0,26.0,1.0,,,,25.0,70.0,4.0,3.0,1.0,85.0,5.0,4.0,,28.0,,,6.0,1.0,,,,1.0,,5.0,34.0,,,,2.0,,,2.0,1.0,,,,1.0,2.0,1.0,22.0,,3.0,,,1.0,,,3.0,40.0,,,,,,196.0,,184.0,,13.0,,,1.0,,,9.0,,,1.0,1.0,,,,,,17.0,1.0,,3.0,53.0,1.0,2.0,6.0,25.0,,,170.0,1.0,12.0,133.0,10.0,7.0,19.0,,,18.0,,3.0,33.0,,,,110.0,,5.0,,,1.0,1.0,,12.0,1.0,
21700247,,34.0,1.0,10.0,1.0,20.0,2.0,7.0,90.0,1.0,1.0,,,1.0,,,1.0,338.0,,84.0,130.0,,1.0,328.0,,,66.0,239.0,27.0,1.0,,,1.0,,2.0,24.0,16.0,2.0,6.0,114.0,8.0,,,,2.0,6.0,1.0,11.0,,202.0,2.0,,1.0,,,,,139.0,,4.0,17.0,109.0,356.0,3.0,,7.0,,,,,7.0,,,3.0,,,19.0,1310.0,,,,,,6.0,,2800.0,2.0,2.0,3.0,3.0,,591.0,43.0,457.0,1.0,196.0,,,,,2.0,23.0,265.0,,,,,,,,34.0,8.0,2.0,,1.0,72.0,3.0,,,,38.0,120.0,6.0,7.0,4.0,123.0,12.0,10.0,,61.0,,1.0,10.0,,,,,,1.0,10.0,45.0,,,,7.0,,,5.0,3.0,,1.0,,2.0,12.0,5.0,64.0,,15.0,,,8.0,,,7.0,78.0,2.0,,,,,340.0,,283.0,,15.0,,,1.0,2.0,,15.0,1.0,,2.0,1.0,,,1.0,,,44.0,1.0,,3.0,82.0,3.0,4.0,15.0,52.0,,,199.0,,17.0,231.0,23.0,5.0,42.0,,,13.0,,7.0,60.0,,,,212.0,,7.0,,,3.0,2.0,,33.0,3.0,1.0
21700248,,61.0,3.0,29.0,1.0,79.0,1.0,36.0,197.0,5.0,5.0,,,4.0,,,2.0,764.0,,173.0,167.0,,2.0,164.0,2.0,,195.0,647.0,83.0,4.0,,,1.0,,7.0,51.0,36.0,5.0,8.0,298.0,12.0,3.0,1.0,,3.0,9.0,1.0,18.0,,1100.0,6.0,,8.0,,,1.0,,401.0,,20.0,38.0,288.0,1290.0,7.0,1.0,15.0,,,,1.0,26.0,2.0,,6.0,3.0,,39.0,484.0,1.0,,1.0,,,11.0,,6300.0,4.0,1.0,7.0,10.0,,1880.0,133.0,1430.0,,498.0,2.0,,,1.0,2.0,84.0,780.0,,,,,,,,120.0,27.0,1.0,,2.0,130.0,6.0,,,,104.0,294.0,8.0,22.0,6.0,333.0,19.0,24.0,,139.0,,1.0,35.0,1.0,2.0,,,8.0,2.0,23.0,116.0,,,,13.0,,,15.0,6.0,,2.0,9.0,9.0,34.0,11.0,154.0,1.0,10.0,,,13.0,,1.0,16.0,182.0,3.0,,1.0,1.0,,916.0,,896.0,,48.0,6.0,,5.0,1.0,,45.0,1.0,,8.0,1.0,1.0,1.0,8.0,,1.0,117.0,12.0,1.0,4.0,220.0,4.0,12.0,22.0,162.0,1.0,,803.0,2.0,56.0,633.0,95.0,43.0,117.0,,,41.0,,9.0,185.0,,,,1040.0,,22.0,1.0,,15.0,4.0,,69.0,1.0,3.0
21700249,,68.0,2.0,36.0,3.0,74.0,4.0,41.0,212.0,8.0,3.0,,,3.0,,,1.0,647.0,,248.0,108.0,,2.0,125.0,4.0,,326.0,764.0,58.0,4.0,,,4.0,,9.0,48.0,31.0,7.0,17.0,354.0,21.0,3.0,2.0,,5.0,10.0,1.0,17.0,,1100.0,10.0,,15.0,,,5.0,,538.0,,19.0,58.0,256.0,1430.0,10.0,2.0,31.0,1.0,,,,40.0,4.0,,6.0,7.0,,37.0,3100.0,,,,,,8.0,,7500.0,6.0,5.0,5.0,12.0,,2160.0,96.0,1500.0,1.0,469.0,1.0,,,1.0,2.0,154.0,1230.0,,1.0,1.0,,,,,77.0,27.0,,,5.0,168.0,7.0,,,,112.0,469.0,8.0,42.0,12.0,479.0,24.0,22.0,1.0,122.0,,1.0,31.0,1.0,2.0,,,8.0,1.0,35.0,123.0,,,,19.0,1.0,,11.0,7.0,,4.0,5.0,9.0,41.0,18.0,138.0,,13.0,,1.0,24.0,,2.0,20.0,198.0,3.0,,,,,1510.0,,1350.0,,37.0,3.0,,4.0,4.0,,36.0,1.0,,10.0,2.0,,2.0,3.0,,,89.0,21.0,2.0,6.0,317.0,2.0,20.0,14.0,103.0,2.0,,1000.0,3.0,76.0,521.0,135.0,35.0,122.0,,,73.0,,7.0,143.0,,,,687.0,1.0,25.0,1.0,,26.0,6.0,,122.0,9.0,1.0
21700250,,16.0,2.0,10.0,,17.0,,4.0,44.0,,3.0,,,1.0,,,,125.0,,80.0,20.0,,,28.0,,,38.0,142.0,7.0,,,,1.0,,2.0,4.0,9.0,1.0,3.0,56.0,6.0,,,,2.0,2.0,,,,240.0,2.0,,1.0,,,,,128.0,,5.0,13.0,57.0,319.0,1.0,,4.0,,,,,5.0,1.0,,2.0,2.0,,4.0,595.0,,,,,,5.0,,1210.0,1.0,2.0,1.0,2.0,,383.0,9.0,185.0,,139.0,,,,,,26.0,367.0,,,,,,,,13.0,5.0,,,1.0,55.0,2.0,,,,23.0,651.0,2.0,9.0,1.0,67.0,4.0,,,24.0,,,24.0,,1.0,,,1.0,,6.0,24.0,,,,4.0,,,7.0,1.0,,,,1.0,11.0,2.0,20.0,2.0,2.0,,,3.0,,,6.0,36.0,,,,,,281.0,,370.0,,7.0,,,1.0,,,8.0,,,3.0,1.0,,,1.0,,,21.0,4.0,,1.0,72.0,1.0,,,22.0,,,220.0,,15.0,126.0,19.0,6.0,18.0,,,24.0,,1.0,15.0,,,,83.0,,3.0,,,5.0,3.0,,25.0,1.0,
21700251,,7.0,1.0,5.0,,21.0,1.0,4.0,82.0,,2.0,1.0,,2.0,,,,116.0,,24.0,29.0,,,33.0,,,29.0,144.0,16.0,,,,,,2.0,8.0,62.0,3.0,7.0,45.0,3.0,,1.0,,2.0,6.0,,4.0,,154.0,2.0,,5.0,,,,,103.0,,4.0,3.0,46.0,305.0,5.0,,4.0,,,,,8.0,1.0,,1.0,,,7.0,172.0,,,,,,1.0,,1900.0,2.0,,1.0,1.0,,285.0,18.0,139.0,2.0,106.0,,,,2.0,,24.0,282.0,,,1.0,,,,,15.0,5.0,,,2.0,37.0,1.0,,,,41.0,73.0,2.0,7.0,1.0,110.0,2.0,7.0,1.0,29.0,,1.0,7.0,,,,,1.0,,15.0,44.0,,,,9.0,,,2.0,1.0,,1.0,1.0,2.0,5.0,4.0,54.0,1.0,4.0,,,,,,3.0,50.0,,,,,,269.0,,328.0,,16.0,,,2.0,,,10.0,,,6.0,3.0,,,1.0,,,39.0,6.0,,2.0,98.0,1.0,5.0,4.0,21.0,,,244.0,1.0,5.0,121.0,32.0,16.0,16.0,,,13.0,,3.0,34.0,,,,199.0,,5.0,,,1.0,1.0,,22.0,1.0,
21700252,,52.0,,29.0,1.0,82.0,5.0,33.0,280.0,1.0,3.0,,,3.0,,,1.0,564.0,,154.0,210.0,,1.0,127.0,4.0,,163.0,761.0,81.0,3.0,1.0,,1.0,,11.0,28.0,27.0,6.0,18.0,372.0,13.0,1.0,,,8.0,2.0,4.0,32.0,,958.0,11.0,1.0,15.0,2.0,,6.0,,555.0,,31.0,33.0,234.0,1580.0,12.0,2.0,33.0,,,,1.0,44.0,11.0,,11.0,4.0,,51.0,426.0,1.0,,6.0,,,2.0,,8900.0,6.0,2.0,,15.0,,1430.0,139.0,764.0,,503.0,1.0,,,5.0,3.0,136.0,1520.0,,,1.0,,,,,111.0,31.0,1.0,1.0,10.0,108.0,4.0,,,2.0,130.0,309.0,11.0,42.0,5.0,548.0,20.0,38.0,3.0,151.0,,1.0,51.0,1.0,3.0,,,9.0,,31.0,152.0,,,,21.0,,,11.0,3.0,,1.0,11.0,5.0,33.0,13.0,232.0,,19.0,1.0,,21.0,,,14.0,271.0,4.0,,,1.0,,1600.0,,1390.0,1.0,46.0,13.0,,8.0,2.0,,65.0,2.0,,16.0,4.0,,3.0,2.0,,,714.0,21.0,3.0,8.0,382.0,9.0,19.0,25.0,146.0,1.0,,627.0,10.0,84.0,556.0,158.0,67.0,144.0,,,72.0,,9.0,240.0,1.0,,,855.0,,28.0,2.0,,39.0,5.0,,70.0,8.0,3.0
21700253,,73.0,,16.0,1.0,32.0,2.0,16.0,106.0,1.0,5.0,,,1.0,1.0,,1.0,611.0,1.0,94.0,213.0,,2.0,146.0,1.0,,118.0,420.0,56.0,1.0,,,,,8.0,59.0,47.0,3.0,7.0,138.0,10.0,,2.0,,2.0,5.0,,9.0,,476.0,6.0,,2.0,1.0,,,,251.0,,7.0,23.0,231.0,544.0,8.0,,6.0,,,,,16.0,2.0,,9.0,2.0,,23.0,1410.0,,,3.0,,,5.0,,4200.0,4.0,2.0,2.0,4.0,,862.0,90.0,644.0,,372.0,5.0,,,,1.0,30.0,407.0,,,,,,,,81.0,7.0,2.0,,5.0,74.0,6.0,,,,80.0,170.0,8.0,5.0,2.0,186.0,15.0,19.0,,90.0,,,28.0,3.0,1.0,,,2.0,,15.0,53.0,,,,19.0,,1.0,7.0,2.0,,1.0,3.0,1.0,11.0,5.0,105.0,,4.0,,,7.0,,,3.0,114.0,2.0,,,,,610.0,,545.0,,45.0,2.0,,6.0,,,32.0,,,8.0,6.0,,,1.0,,,58.0,8.0,1.0,4.0,131.0,3.0,2.0,24.0,100.0,,,316.0,7.0,34.0,538.0,30.0,25.0,50.0,,,21.0,,6.0,99.0,,,,330.0,,13.0,,,10.0,6.0,1.0,43.0,1.0,1.0
21700254,,97.0,2.0,27.0,1.0,61.0,2.0,34.0,155.0,8.0,8.0,1.0,,4.0,,,2.0,1260.0,1.0,225.0,233.0,,6.0,200.0,2.0,,369.0,857.0,118.0,4.0,,,6.0,,13.0,125.0,52.0,5.0,12.0,348.0,26.0,5.0,2.0,,4.0,9.0,,31.0,,1210.0,11.0,1.0,13.0,1.0,,3.0,,493.0,,27.0,49.0,479.0,1040.0,21.0,3.0,20.0,,,1.0,3.0,39.0,12.0,,15.0,2.0,,47.0,2370.0,1.0,,3.0,,,10.0,,6200.0,18.0,6.0,4.0,18.0,2.0,2430.0,181.0,1890.0,,731.0,2.0,,,2.0,1.0,80.0,824.0,,1.0,1.0,,,,,207.0,41.0,7.0,,3.0,106.0,13.0,,,,176.0,289.0,17.0,20.0,7.0,389.0,33.0,36.0,,263.0,,2.0,41.0,3.0,1.0,,,7.0,,41.0,128.0,,,,29.0,1.0,1.0,10.0,11.0,,2.0,5.0,7.0,37.0,11.0,222.0,2.0,10.0,,,20.0,,1.0,7.0,258.0,2.0,,,,2.0,1370.0,,1100.0,,59.0,9.0,,8.0,6.0,,73.0,1.0,,9.0,6.0,1.0,1.0,5.0,,1.0,116.0,11.0,,7.0,257.0,4.0,13.0,27.0,218.0,3.0,,708.0,12.0,76.0,867.0,97.0,68.0,110.0,,,55.0,,14.0,275.0,,,,568.0,,25.0,2.0,,14.0,8.0,,89.0,9.0,1.0
21700255,,78.0,2.0,8.0,1.0,32.0,2.0,8.0,132.0,1.0,,,,2.0,,,1.0,708.0,,107.0,101.0,,2.0,142.0,1.0,,75.0,512.0,58.0,2.0,1.0,,1.0,,8.0,75.0,42.0,1.0,5.0,148.0,11.0,,2.0,,,10.0,,13.0,,668.0,3.0,,5.0,,,1.0,,264.0,,5.0,22.0,262.0,669.0,10.0,2.0,4.0,2.0,,1.0,1.0,12.0,3.0,,12.0,3.0,,21.0,1390.0,1.0,,1.0,,,9.0,,6800.0,4.0,3.0,5.0,7.0,1.0,946.0,74.0,561.0,,546.0,3.0,,,,,41.0,356.0,,1.0,,,,,1.0,83.0,10.0,3.0,,1.0,59.0,7.0,,,,100.0,181.0,4.0,6.0,,225.0,17.0,16.0,,118.0,,,18.0,1.0,1.0,,,2.0,,18.0,44.0,,,,20.0,,,8.0,4.0,,2.0,3.0,1.0,7.0,1.0,142.0,1.0,5.0,,,10.0,,,5.0,115.0,,,1.0,,,505.0,,553.0,,86.0,2.0,,4.0,1.0,,30.0,,,7.0,6.0,,,3.0,,1.0,53.0,7.0,,4.0,157.0,4.0,2.0,12.0,92.0,,,469.0,6.0,17.0,574.0,31.0,21.0,61.0,,,24.0,,8.0,119.0,,,,363.0,1.0,16.0,1.0,,9.0,2.0,,32.0,,3.0
21700256,,22.0,1.0,4.0,,12.0,,2.0,56.0,,,,,,,,,183.0,,24.0,26.0,,,49.0,,,25.0,291.0,23.0,,,,1.0,,1.0,14.0,21.0,,1.0,52.0,5.0,,,,,1.0,,6.0,,168.0,1.0,,,,,,,60.0,,5.0,5.0,124.0,161.0,4.0,,1.0,,,,,5.0,,,6.0,,,3.0,411.0,1.0,,1.0,,,2.0,,1050.0,2.0,,1.0,1.0,,203.0,19.0,134.0,,132.0,,,,,,4.0,142.0,,,,,,,,26.0,2.0,3.0,,2.0,21.0,3.0,,,,33.0,43.0,3.0,3.0,2.0,61.0,8.0,7.0,,25.0,,,12.0,,,,,,,4.0,19.0,,,,3.0,,1.0,,1.0,,,,,5.0,4.0,37.0,,1.0,,,1.0,,,1.0,35.0,,,,,,174.0,,113.0,,17.0,2.0,,1.0,,,8.0,,,4.0,2.0,,,,,,30.0,2.0,,1.0,59.0,2.0,,5.0,22.0,1.0,,117.0,,5.0,146.0,11.0,11.0,8.0,,,9.0,,,35.0,,,,78.0,,4.0,,,1.0,,,10.0,,
21700259,,28.0,,9.0,1.0,24.0,2.0,11.0,65.0,2.0,1.0,,,,,,1.0,265.0,,40.0,49.0,,,46.0,1.0,,35.0,168.0,20.0,1.0,,,1.0,,1.0,19.0,67.0,3.0,6.0,69.0,1.0,,1.0,,,4.0,1.0,4.0,,313.0,2.0,,2.0,,,,,110.0,,6.0,7.0,96.0,332.0,5.0,,8.0,,,,,9.0,,,3.0,,,7.0,836.0,,,,,,3.0,,1650.0,3.0,1.0,3.0,3.0,,416.0,24.0,310.0,,138.0,,,,1.0,,12.0,187.0,,1.0,,1.0,,,,22.0,4.0,1.0,,1.0,25.0,6.0,,,,39.0,71.0,2.0,5.0,1.0,100.0,7.0,7.0,,44.0,,,11.0,,,,,,,4.0,29.0,,,,5.0,,,4.0,2.0,,1.0,1.0,,6.0,3.0,65.0,1.0,,,,4.0,,,3.0,62.0,1.0,,,,,198.0,,222.0,,21.0,,,2.0,,,14.0,,,4.0,,,,3.0,,,21.0,3.0,,,68.0,3.0,2.0,6.0,33.0,,,223.0,2.0,8.0,161.0,21.0,19.0,19.0,,,6.0,,1.0,46.0,,,,146.0,,4.0,,,3.0,,1.0,16.0,,2.0
